id,snapshot_id,keyword,col,table
-3419806517071896719,9, functionality,ListOfCode,conversation
5981924218954216154,4, data class,ListOfCode,conversation
5981924218954216154,4, blob class,ListOfCode,conversation
1166313286305367082,3, long method,Answer,conversation
-8445366392947019418,3, effectiveness,Answer,conversation
794254090529777943,6,design size,Answer,conversation
2438771549231349538,3, reliability,Answer,conversation
5564517399231796671,4, functionality,Answer,conversation
5165064244739701628,4, functionality,Answer,conversation
5165064244739701628,4, data class,Answer,conversation
5165064244739701628,4, data class,ListOfCode,conversation
5165064244739701628,4, blob class,ListOfCode,conversation
1178099195401031447,3, efficiency,Answer,conversation
555982348918153158,5, accuracy,ListOfCode,conversation
7680522031270411704,6, functionality,Answer,conversation
-3885715155282339404,3, performance,Answer,conversation
-3885715155282339404,3, effectiveness,Answer,conversation
-3057171483973178770,6, performance,Answer,conversation
-3057171483973178770,6, stability,Answer,conversation
5935118443683090459,5, accuracy,ListOfCode,conversation
2662136474037408467,7, long method,Answer,conversation
5557056504097686311,3, effectiveness,Answer,conversation
-9094378354407409659,3, data class,Answer,conversation
-6535490336538657833,4, duplicate code,Answer,conversation
-6535490336538657833,4,complexity,Answer,conversation
-6535490336538657833,4, readability,Answer,conversation
-6535490336538657833,4, usability,Answer,conversation
-6535490336538657833,4, simplicity,Answer,conversation
-6535490336538657833,4, reusability,Answer,conversation
-6535490336538657833,4, maintainability,Answer,conversation
230378312330395575,3, performance,Answer,conversation
230378312330395575,3, usability,Answer,conversation
6508060754967299873,3, performance,Answer,conversation
-3003364634313346779,9, usability,ListOfCode,conversation
9015849473421208115,5, functionality,Prompt,conversation
9015849473421208115,5,complexity,Answer,conversation
-545322272206970809,5, accuracy,Answer,conversation
-6405664623440423263,4, functionality,Answer,conversation
8117472922205679955,9, functionality,ListOfCode,conversation
-1761250054675281043,3, flexibility,Answer,conversation
1460825184871659679,3, effectiveness,Answer,conversation
-2297839066780057933,4, data class,Prompt,conversation
7414912988314557901,9, data class,Prompt,conversation
-8206819075787408905,3, performance,Answer,conversation
-8206819075787408905,3, reliability,Answer,conversation
-8625128056847361432,5,complexity,Prompt,conversation
-8625128056847361432,5, performance,Answer,conversation
-8625128056847361432,5,complexity,Answer,conversation
8177908671838497272,6, compatibility,Answer,conversation
5102786496148534647,6, effectiveness,Answer,conversation
848272366974399469,6, efficiency,Answer,conversation
848272366974399469,6, robustness,Answer,conversation
848272366974399469,6, scalability,Answer,conversation
848272366974399469,6, interoperability,Answer,conversation
-5083730815296625894,3, data class,Answer,conversation
-5083730815296625894,3, data class,ListOfCode,conversation
676182797802678876,8, effectiveness,Answer,conversation
6265588925682895720,5, compatibility,Prompt,conversation
6265588925682895720,5, long method,Prompt,conversation
6265588925682895720,5,design size,Prompt,conversation
-1988791181064461271,5, reproducibility,Answer,conversation
-4692400522909704123,6, stability,Answer,conversation
-3567235001556131662,6, performance,Answer,conversation
-3567235001556131662,6, data class,Answer,conversation
-3567235001556131662,6, accuracy,Answer,conversation
-3567235001556131662,6, reliability,Answer,conversation
-6105913496149590747,6, stability,Answer,conversation
1101761500131625907,6, performance,Prompt,conversation
1101761500131625907,6,complexity,Answer,conversation
6021213160348426960,6, functionality,Answer,conversation
-8096659807452557506,6, performance,Answer,conversation
-7067030076312713829,4,complexity,Answer,conversation
5934928972299117950,3, performance,Answer,conversation
-916213960220984652,8,complexity,Answer,conversation
243660132646019259,6, accuracy,Answer,conversation
243660132646019259,6, correctness,Answer,conversation
243660132646019259,6, reliability,Answer,conversation
6317113562639925319,6, readability,Answer,conversation
6317113562639925319,6, maintainability,Answer,conversation
-2078106702352999388,3, functionality,Prompt,conversation
-2078106702352999388,3,complexity,Answer,conversation
6035650532225586223,4,design size,Answer,conversation
-8432822319495526651,6, long method,Answer,conversation
3500932146890350105,3, flexibility,Answer,conversation
9048710387944446973,5, scalability,Answer,conversation
9048710387944446973,5, reproducibility,Answer,conversation
809028994611890800,4, compatibility,Answer,conversation
-6357598484353769490,4, simplicity,Answer,conversation
-7404787068961377326,6, long method,Prompt,conversation
2549518531289409760,6, data class,Answer,conversation
3793875067308847624,5, stability,Answer,conversation
3793875067308847624,5, flexibility,Answer,conversation
803939925643064101,6, long method,Prompt,conversation
803939925643064101,6, functionality,Answer,conversation
5165064244739701628,6, functionality,Answer,conversation
5165064244739701628,6, data class,Answer,conversation
5165064244739701628,6, data class,ListOfCode,conversation
5165064244739701628,6, blob class,ListOfCode,conversation
6101140482072645887,6, performance,Answer,conversation
6101140482072645887,6, reliability,Answer,conversation
-7239162750319372887,6, robustness,Answer,conversation
1690059209462372715,3, data class,ListOfCode,conversation
8330144363648455597,5, accuracy,Answer,conversation
218999212577448850,6, switch statement,Answer,conversation
1986457324548549028,5, functionality,Answer,conversation
2714395670882021037,6, functionality,Answer,conversation
2714395670882021037,6, data class,Answer,conversation
5981924218954216154,6, data class,ListOfCode,conversation
5981924218954216154,6, blob class,ListOfCode,conversation
-2040761338765933422,6, data class,Answer,conversation
-2040761338765933422,6, data class,ListOfCode,conversation
6548261033109884224,6, stability,Answer,conversation
3452169192045592830,6, stability,Answer,conversation
301160792819271114,3, data class,ListOfCode,conversation
3656482542558564789,3, flexibility,Answer,conversation
6086823217650306598,6, simplicity,Prompt,conversation
-1728764353329284858,6, functionality,Answer,conversation
7948780942507838345,5, functionality,Answer,conversation
1945663033929352168,6, performance,Answer,conversation
3268323333091685083,8, accuracy,Answer,conversation
-880414534019997911,4, switch statement,Answer,conversation
5417673970788656412,6, accuracy,Prompt,conversation
-6733883571759371924,6, robustness,Answer,conversation
-8888756317266630088,6, data class,Prompt,conversation
-8888756317266630088,6, stability,Prompt,conversation
-8888756317266630088,6, simplicity,Prompt,conversation
2102615281437907118,3, effectiveness,Answer,conversation
-4874971016322778429,6, long method,Prompt,conversation
-4874971016322778429,6, readability,Answer,conversation
-4874971016322778429,6, maintainability,Answer,conversation
-3828004850821477273,8,inheritance,Prompt,conversation
-3828004850821477273,8,inheritance,Answer,conversation
-7685791366277732656,6, compatibility,Prompt,conversation
-7685791366277732656,6,design size,Answer,conversation
7655798603285013532,6, performance,Answer,conversation
7655798603285013532,6, long method,Answer,conversation
7655798603285013532,6, accuracy,Answer,conversation
7655798603285013532,6, accuracy,ListOfCode,conversation
-1439898324906067005,4, functionality,Answer,conversation
-5066752979597549821,3, data class,Answer,conversation
-5066752979597549821,3, simplicity,Answer,conversation
5021617480605574411,6, functionality,Answer,conversation
5021617480605574411,6, compatibility,Answer,conversation
-7642457018744898146,5, performance,Prompt,conversation
-7642457018744898146,5, efficiency,Prompt,conversation
-3662791482252761649,3, functionality,Answer,conversation
7952589536544861856,6, functionality,Answer,conversation
7952589536544861856,6, robustness,Answer,conversation
7952589536544861856,6, reliability,Answer,conversation
-6708142773300070374,6, functionality,Answer,conversation
5924284787801046930,5, stability,Answer,conversation
6343679145453550909,6, efficiency,Answer,conversation
-2518435886264399685,6, functionality,Answer,conversation
-3732233977312686784,5, performance,Prompt,conversation
-853931125609261551,6, efficiency,Answer,conversation
-853931125609261551,6, accuracy,Answer,conversation
8342537113209918399,6, long method,Answer,conversation
-5858712448159122868,6,complexity,Answer,conversation
2485282201350449626,6, compatibility,Prompt,conversation
2485282201350449626,6,design size,Answer,conversation
1169831443256856939,6,complexity,Prompt,conversation
1169831443256856939,6,complexity,Answer,conversation
1169831443256856939,6, readability,Answer,conversation
1169831443256856939,6, long method,Answer,conversation
1169831443256856939,6, maintainability,Answer,conversation
-267610310712522143,6, data class,ListOfCode,conversation
5899584180322115715,3,complexity,Answer,conversation
-7097629167341992278,6,composition,Answer,conversation
4408602053184115679,5, performance,Answer,conversation
4408602053184115679,5,complexity,Answer,conversation
4408602053184115679,5, scalability,Answer,conversation
4408602053184115679,5, maintainability,Answer,conversation
4408602053184115679,5, effectiveness,Answer,conversation
-2496803154689695022,6, switch statement,Answer,conversation
9071461537928233022,5, performance,Answer,conversation
9071461537928233022,5,complexity,Answer,conversation
1506758076749412136,6, functionality,Answer,conversation
419464278253297397,5, performance,Answer,conversation
419464278253297397,5,complexity,Answer,conversation
419464278253297397,5, long method,Answer,conversation
-6937790222339943532,5, usability,Answer,conversation
-6937790222339943532,5, reusability,Answer,conversation
5395654723508163852,5, performance,Answer,conversation
5395654723508163852,5,complexity,Answer,conversation
6768209295221499418,6, readability,Answer,conversation
3929855781432118024,6, functionality,Answer,conversation
3929855781432118024,6,complexity,Answer,conversation
-4177507103967891073,7, long method,Prompt,conversation
-1320150441929715683,6, switch statement,Answer,conversation
7848884042558899816,7, functionality,Answer,conversation
7848884042558899816,7, maintainability,Answer,conversation
6243449033894320856,7,complexity,Answer,conversation
6243449033894320856,7,design size,Answer,conversation
6243449033894320856,7, efficiency,Answer,conversation
8143993926159579156,7, functionality,Answer,conversation
8143993926159579156,7,complexity,Answer,conversation
-2492614075216615548,7, long method,Prompt,conversation
-5430827785610327645,7, long method,Prompt,conversation
-5430827785610327645,7, functionality,Answer,conversation
-4344199512933041012,6, functionality,Answer,conversation
656681019102851553,6, simplicity,Answer,conversation
-7787611934242128728,7, data class,Prompt,conversation
-7787611934242128728,7, stability,Prompt,conversation
-7787611934242128728,7, simplicity,Prompt,conversation
-7787611934242128728,7, functionality,Answer,conversation
-7787611934242128728,7, maintainability,Answer,conversation
-7300133536223372357,7, stability,Prompt,conversation
7206458635047687985,6, compatibility,Answer,conversation
-8127136968101464121,2,inheritance,Answer,conversation
-8127136968101464121,2, flexibility,Answer,conversation
1811905339339077617,7, long method,Prompt,conversation
-4452779260387792014,7, long method,Prompt,conversation
-5873101766507999684,7, functionality,Answer,conversation
-5873101766507999684,7,abstraction,Answer,conversation
-5873101766507999684,7,complexity,Answer,conversation
-5873101766507999684,7, data class,Answer,conversation
-5873101766507999684,7, usability,Answer,conversation
-5873101766507999684,7, reusability,Answer,conversation
-5873101766507999684,7, maintainability,Answer,conversation
3568421279765909405,7, long method,Prompt,conversation
8973621743809581029,7, functionality,Answer,conversation
8938295293862254865,8, efficiency,Answer,conversation
8938295293862254865,8, productivity,Answer,conversation
-2924234929502743376,7,abstraction,Answer,conversation
-2924234929502743376,7,encapsulation,Answer,conversation
-2924234929502743376,7, flexibility,Answer,conversation
-2924234929502743376,7, extensibility,Answer,conversation
-2924234929502743376,7, maintainability,Answer,conversation
-7567018769587498750,7,complexity,Answer,conversation
9166746764533923811,7, long method,Prompt,conversation
3452169192045592830,8, stability,Answer,conversation
-4357826699925154026,7,complexity,Answer,conversation
2239408522318612865,7, long method,Prompt,conversation
2239408522318612865,7,complexity,Answer,conversation
2239408522318612865,7,design size,Answer,conversation
-8936090258245861389,7, long method,Prompt,conversation
-1847469278836438067,8, performance,Prompt,conversation
-1847469278836438067,8,complexity,Answer,conversation
5768708304635389816,6, functionality,Answer,conversation
-8066369119279690594,8, stability,Answer,conversation
3104002026386028586,7, functionality,Answer,conversation
3104002026386028586,7, maintainability,Answer,conversation
246543763416847011,8, long method,Answer,conversation
246543763416847011,8, efficiency,Answer,conversation
-9004707667160620945,7, long method,Prompt,conversation
-9004707667160620945,7,complexity,Answer,conversation
-9004707667160620945,7,design size,Answer,conversation
-6105913496149590747,8, stability,Answer,conversation
-4466975272985929821,7, long method,Prompt,conversation
-4466975272985929821,7, long method,Answer,conversation
-3031725406616219958,7, long method,Prompt,conversation
6548261033109884224,8, stability,Answer,conversation
4510502258952701631,8,composition,Answer,conversation
5172615647456731341,7,complexity,Answer,conversation
-3151039860484736214,8, long method,Answer,conversation
516870332102197891,7, performance,Answer,conversation
-8829209463748552424,7, data class,Answer,conversation
4135601585858324433,6, functionality,Answer,conversation
5468903300688503886,2, performance,Answer,conversation
5468903300688503886,2, compatibility,Answer,conversation
848272366974399469,8, efficiency,Answer,conversation
848272366974399469,8, robustness,Answer,conversation
848272366974399469,8, scalability,Answer,conversation
848272366974399469,8, interoperability,Answer,conversation
-1563499086995900055,7, data class,Prompt,conversation
-1563499086995900055,7, data class,Answer,conversation
-1563499086995900055,7, maintainability,Answer,conversation
-1563499086995900055,7, data class,ListOfCode,conversation
-9062443456491815191,8, performance,Answer,conversation
3137671380374579467,7, accessibility,Answer,conversation
8834724155047763200,7, data class,Answer,conversation
-8096659807452557506,8, performance,Answer,conversation
-7721403193852294475,7, long method,Prompt,conversation
-7721403193852294475,7, functionality,Answer,conversation
4812108271145922869,7, functionality,Answer,conversation
4812108271145922869,7,complexity,Answer,conversation
-5984442492315775062,7, long method,Answer,conversation
-5984442492315775062,7, usability,Answer,conversation
-5984442492315775062,7, scalability,Answer,conversation
-5984442492315775062,7, reusability,Answer,conversation
-5984442492315775062,7, data class,ListOfCode,conversation
1411237873601926598,7, data class,Answer,conversation
1411237873601926598,7, data class,ListOfCode,conversation
-6032193811473753491,7, long method,Prompt,conversation
2417679244517011507,7, usability,Answer,conversation
2417679244517011507,7, reusability,Answer,conversation
-4692400522909704123,8, stability,Answer,conversation
3384739451499888352,7,abstraction,Answer,conversation
3384739451499888352,7,coupling,Answer,conversation
3384739451499888352,7, usability,Answer,conversation
3384739451499888352,7, reusability,Answer,conversation
5188567818561613757,7, accessibility,Answer,conversation
-742018147221717481,7, data class,ListOfCode,conversation
-7420166646311064226,5, performance,Answer,conversation
-7420166646311064226,5, accuracy,Answer,conversation
-9139680512223197623,5,design size,Answer,conversation
630226151602644024,8, dead code,Answer,conversation
8695160393126000355,1, duplicate code,Prompt,conversation
8695160393126000355,1, functionality,Answer,conversation
8695160393126000355,1, duplicate code,ListOfCode,conversation
1956831529025730124,1, functionality,Answer,conversation
1956831529025730124,1, simplicity,Answer,conversation
8010539301675478391,8, data class,ListOfCode,conversation
6837801589481586775,3, long method,Prompt,conversation
-8418087639777379714,8, functionality,Answer,conversation
-8418087639777379714,8,complexity,Answer,conversation
-2669065982860409493,1, functionality,Answer,conversation
4876637517616751562,8,complexity,Answer,conversation
-3070356259212990947,3, scalability,Prompt,conversation
-3070356259212990947,3, scalability,ListOfCode,conversation
1868311053221321331,8, compatibility,Answer,conversation
-9208423016563181665,3, functionality,Prompt,conversation
-9208423016563181665,3, functionality,ListOfCode,conversation
3559144129743030670,8, data class,ListOfCode,conversation
-8417887054088590645,1, functionality,Answer,conversation
6591401147212125223,3, accuracy,Answer,conversation
-98655344334584,8, usability,Answer,conversation
6845881226812365163,3, dead code,ListOfCode,conversation
5816680865340841908,8, performance,Answer,conversation
3741609305503878442,3, reliability,Answer,conversation
6335161511430192357,1, manageability,Answer,conversation
1750840088673351853,3, dead code,Prompt,conversation
-4497662519066870618,1, functionality,Answer,conversation
-4497662519066870618,1, simplicity,Answer,conversation
-2311449928734950419,3, scalability,Prompt,conversation
1633283896126319568,3, functionality,Prompt,conversation
1633283896126319568,3, functionality,ListOfCode,conversation
-5119618185941630817,3, performance,ListOfCode,conversation
765709378839528378,5, stability,Answer,conversation
7302766250984588803,1, manageability,ListOfCode,conversation
5940103149035516863,8, data class,Prompt,conversation
5940103149035516863,8, flexibility,Answer,conversation
-3282469159151980182,8, data class,Prompt,conversation
-7304430993498796283,8, simplicity,Answer,conversation
5610451707831655301,5,complexity,Answer,conversation
6698227532733623013,3, functionality,Answer,conversation
6698227532733623013,3,complexity,Answer,conversation
6698227532733623013,3, extensibility,Answer,conversation
9154383273083290330,3, functionality,Answer,conversation
-6266043328480527951,8, performance,Prompt,conversation
8189615385364772256,8, data class,ListOfCode,conversation
5431898213748170825,3, long method,Prompt,conversation
-4165712490490660949,3, functionality,Answer,conversation
-5254015428692006560,3, long method,Prompt,conversation
-77508155059611682,8, interoperability,Answer,conversation
-6507178034782271122,1, manageability,ListOfCode,conversation
-4219521569564600781,3, long method,Prompt,conversation
4386856896913394101,3, functionality,Prompt,conversation
4386856896913394101,3, functionality,Answer,conversation
5697386828710696867,5, accuracy,Answer,conversation
-4953223292151329129,8, dead code,Answer,conversation
-4953223292151329129,8, accuracy,Answer,conversation
-857842570209993476,5, performance,Answer,conversation
942054362164094088,5,design size,Answer,conversation
942054362164094088,5, flexibility,Answer,conversation
7951235362202208112,1, maintainability,Answer,conversation
-4708453532786736821,8, performance,Answer,conversation
-2753834418894034639,1, functionality,Answer,conversation
-2753834418894034639,1, readability,Answer,conversation
6033884894293007290,3, long method,Prompt,conversation
-6911533007877445117,8, functionality,Prompt,conversation
-6911533007877445117,8, functionality,Answer,conversation
-4928665437834258085,5, switch statement,Prompt,conversation
-4928665437834258085,5, switch statement,Answer,conversation
-6225134435882539932,3, performance,Answer,conversation
4729354145260522361,3, functionality,Answer,conversation
4729354145260522361,3, correctness,Answer,conversation
-7714616345693680423,5, correctness,Answer,conversation
-5976210716415149057,8, dead code,Answer,conversation
492819241406019950,3, flexibility,Answer,conversation
-6278778736570174872,8, functionality,Answer,conversation
-6278778736570174872,8, functionality,ListOfCode,conversation
-311584491700868305,8, dead code,Answer,conversation
1773003617954424457,3, long method,Prompt,conversation
-2119214166179650386,8, functionality,Answer,conversation
7805249790748119306,8, functionality,Answer,conversation
4608390847664862274,1, functionality,Prompt,conversation
-2476352228870570170,8, performance,Answer,conversation
5427575628106951399,3, functionality,Prompt,conversation
5427575628106951399,3, functionality,Answer,conversation
4048400742027720929,8, dead code,Answer,conversation
4048400742027720929,8, accuracy,Answer,conversation
-4706812586098996290,8, extensibility,Answer,conversation
-3053164497817708973,3, performance,Prompt,conversation
-3053164497817708973,3, accuracy,Prompt,conversation
6751877991642040584,8, compatibility,Answer,conversation
4516884666994603135,3, functionality,Answer,conversation
4516884666994603135,3, switch statement,Answer,conversation
3629289099050192282,9, stability,Answer,conversation
6460703677790404530,5, performance,Answer,conversation
761523656138864441,9, duplicate code,Answer,conversation
761523656138864441,9, readability,Answer,conversation
4729354145260522361,9, functionality,Answer,conversation
4729354145260522361,9, correctness,Answer,conversation
1875131002890415968,8, data class,Prompt,conversation
-866925852360377720,7, readability,Answer,conversation
-342070010462215310,5,complexity,Answer,conversation
-342070010462215310,5, readability,Answer,conversation
-342070010462215310,5, scalability,Answer,conversation
-342070010462215310,5, simplicity,Answer,conversation
-342070010462215310,5, modularity,Answer,conversation
884213435041788006,2, functionality,Answer,conversation
884213435041788006,2,complexity,Answer,conversation
4707157211324213128,5, long method,Prompt,conversation
-708411249225215903,7, performance,Answer,conversation
-708411249225215903,7, data class,Answer,conversation
-708411249225215903,7, accuracy,Answer,conversation
-708411249225215903,7, reliability,Answer,conversation
2047501143805057052,5, functionality,Answer,conversation
-1534274716372530634,7, robustness,Answer,conversation
1665847065667221856,5, dead code,ListOfCode,conversation
3823047756948869656,2, functionality,Answer,conversation
3265706949129369412,3, adaptability,Answer,conversation
-7242882332997798589,7,complexity,Answer,conversation
-7242882332997798589,7, long method,Answer,conversation
-662481551205711050,2, functionality,Prompt,conversation
-662481551205711050,2, functionality,Answer,conversation
